House Type,Number of Stories,Soft Story,SAT1(g),Code Type,Nonelastic_SD(in),Neighborhood ,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,3,2,0.32,1,1.06,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,3,2,0.32,2,1.06,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,3,2,0.32,1,1.06,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,1,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
1,1,0,0.17,2,0.34,1,,,,,,
1,3,0,0.32,3,1.06,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,1,0.23,2,0.75,1,,,,,,
1,2,1,0.23,2,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,2,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,3,0,0.32,1,1.06,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
1,3,0,0.32,1,1.06,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,1,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,3,2,0.32,1,1.06,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,3,1,0.32,2,1.06,1,,,,,,
1,3,0,0.32,2,1.06,1,,,,,,
1,3,0,0.32,1,1.06,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,3,0,0.32,2,1.06,1,,,,,,
1,3,1,0.32,3,1.06,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,3,0,0.32,1,1.06,1,,,,,,
1,3,2,0.32,1,1.06,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,3,0,0.32,1,1.06,1,,,,,,
1,3,2,0.32,3,1.06,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
1,3,2,0.32,3,1.06,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,3,0,0.32,2,1.06,1,,,,,,
1,3,0,0.32,3,1.06,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,1,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,3,0,0.32,1,1.06,1,,,,,,
1,3,0,0.32,2,1.06,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,2,0,0.23,1,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.23,1,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
1,3,1,0.32,2,1.06,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,1,0.75,1,,,,,,
1,2,2,0.23,1,0.75,1,,,,,,
1,2,2,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,3,1,0.32,3,1.06,1,,,,,,
0,2,0,0.23,1,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,3,0,0.32,3,1.06,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,1,0,0.17,1,0.34,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
1,3,0,0.32,2,1.06,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,3,2,0.32,3,1.06,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,3,0,0.32,1,1.06,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,3,0,0.32,1,1.06,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,1,0.23,3,0.75,1,,,,,,
1,2,1,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,3,2,0.32,3,1.06,1,,,,,,
1,3,2,0.32,1,1.06,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,3,1,0.32,1,1.06,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,5,1,0.29,3,1.18,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,3,0,0.32,1,1.06,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,1,0.23,2,0.75,1,,,,,,
1,2,1,0.23,2,0.75,1,,,,,,
1,3,1,0.32,2,1.06,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
1,3,1,0.32,1,1.06,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
0,2,0,0.23,2,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
1,3,1,0.32,1,1.06,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,2,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,3,0,0.32,3,1.06,1,,,,,,
1,4,2,0.32,3,1.17,1,,,,,,
1,2,0,0.23,3,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
1,2,0,0.23,1,0.75,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.23,3,0.75,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.23,1,0.75,1,,,,,,
1,3,2,0.32,1,1.06,1,,,,,,
1,4,0,0.24,3,0.88,1,,,,,,
1,4,2,0.24,2,0.88,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,1,0.34,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
1,5,2,0.24,1,0.99,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.22,3,0.72,1,,,,,,
1,2,1,0.22,2,0.72,1,,,,,,
1,4,2,0.24,1,0.88,1,,,,,,
1,3,2,0.27,2,0.89,1,,,,,,
0,2,0,0.22,3,0.72,1,,,,,,
1,6,2,0.38,3,1.7,1,,,,,,
1,3,1,0.43,3,1.4,1,,,,,,
1,6,2,0.38,1,1.7,1,,,,,,
1,4,2,0.35,3,1.3,1,,,,,,
1,2,2,0.28,1,0.92,1,,,,,,
1,5,2,0.34,3,1.38,1,,,,,,
1,3,1,0.43,3,1.4,1,,,,,,
1,2,2,0.28,2,0.92,1,,,,,,
1,3,0,0.43,2,1.4,1,,,,,,
1,3,0,0.43,2,1.4,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,2,0.43,1,1.4,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,5,2,0.34,1,1.38,1,,,,,,
1,4,2,0.35,1,1.3,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
1,3,0,0.43,1,1.4,1,,,,,,
1,2,0,0.28,1,0.92,1,,,,,,
1,2,0,0.28,1,0.92,1,,,,,,
1,4,2,0.35,1,1.3,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,3,0,0.43,1,1.4,1,,,,,,
1,4,2,0.35,1,1.3,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,2,0.43,1,1.4,1,,,,,,
1,4,0,0.35,1,1.3,1,,,,,,
0,2,0,0.28,2,0.92,1,,,,,,
1,5,2,0.34,1,1.38,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,2,0.43,1,1.4,1,,,,,,
1,2,0,0.28,1,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,4,2,0.35,1,1.3,1,,,,,,
1,5,2,0.34,1,1.38,1,,,,,,
0,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,1,0,0.14,3,0.28,1,,,,,,
1,3,0,0.43,3,1.4,1,,,,,,
1,1,0,0.17,1,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,4,2,0.35,1,1.3,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,1,0.34,1,,,,,,
1,4,2,0.35,2,1.3,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,3,2,0.43,1,1.4,1,,,,,,
1,2,1,0.28,2,0.92,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,1,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,4,2,0.35,1,1.3,1,,,,,,
1,2,2,0.28,1,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
1,4,1,0.35,3,1.3,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,3,2,0.43,2,1.4,1,,,,,,
1,2,2,0.28,1,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,3,0,0.43,1,1.4,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,1,0.43,3,1.4,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,1,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,1,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,1,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,1,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,4,0,0.35,3,1.3,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,1,0.28,2,0.92,1,,,,,,
1,2,1,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,0,0.43,1,1.4,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,1,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,2,0,0.28,1,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,0,0.43,3,1.4,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,3,1,0.43,1,1.4,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,3,1,0.43,1,1.4,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,2,0.34,1,,,,,,
0,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,3,2,0.43,2,1.4,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,3,1,0.43,2,1.4,1,,,,,,
1,4,2,0.35,1,1.3,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,3,0,0.43,2,1.4,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,2,2,0.28,2,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,1,0.43,3,1.4,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,3,0,0.43,3,1.4,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,5,2,0.34,3,1.38,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
1,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,4,0,0.35,3,1.3,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,1,0,0.17,3,0.34,1,,,,,,
1,4,0,0.35,3,1.3,1,,,,,,
1,4,0,0.35,3,1.3,1,,,,,,
1,2,0,0.28,2,0.92,1,,,,,,
0,2,0,0.28,3,0.92,1,,,,,,
1,3,2,0.43,1,1.4,1,,,,,,
0,1,0,0.17,1,0.34,1,,,,,,
1,2,0,0.28,3,0.92,1,,,,,,
1,4,0,0.35,3,1.3,1,,,,,,
1,1,0,0.17,1,0.34,1,,,,,,
